,Ram,Battery,Display,Price,company,Inbuilt_memory,fast_charging,Screen_resolution,Processor,Processor_name,rear,front,no_of_sim,Is_5G
0,4.0,6000,6.6,9999,Samsung,128,25.0,1080 x 2400,Octa Core,Exynos,50,13,Dual Sim,Yes
1,2.0,4000,6.4,9990,Samsung,32,15.0,480 x 960,1.6 GHz Processor,Octa,13,8,Dual Sim,No
2,4.0,5000,6.6,11999,Samsung,64,25.0,1080 x 2400,1.6 GHz Processor,Octa,50,8,Dual Sim,No
3,4.0,6000,6.4,11999,Samsung,64,18.0,480 x 960,Octa Core,Helio,48,13,Dual Sim,No
4,4.0,5000,6.5,11999,Samsung,64,15.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
5,6.0,5000,6.5,11990,Samsung,128,15.0,480 x 960,Octa Core,Dimensity,50,5,Dual Sim,Yes
6,4.0,6000,6.4,11990,Samsung,64,15.0,1080 x 2400,Octa Core,Exynos,48,20,Dual Sim,No
7,4.0,5000,6.5,11990,Samsung,64,15.0,480 x 960,Octa Core,Helio,48,8,Dual Sim,No
8,4.0,5000,6.6,11599,Samsung,64,15.0,1080 x 2400,Octa Core,Exynos,50,13,Dual Sim,Yes
9,6.0,6000,6.6,12298,Samsung,128,15.0,1080 x 2400,Octa Core,Exynos,50,8,Dual Sim,No
10,8.0,6000,6.5,14999,Samsung,128,25.0,1080 x 2400,Octa Core,Exynos,50,13,Dual Sim,Yes
11,4.0,5000,6.6,14999,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
12,4.0,6000,6.6,14999,Samsung,64,15.0,1080 x 2400,Octa Core,Exynos,50,8,Dual Sim,No
13,4.0,5000,6.4,14999,Samsung,128,18.0,480 x 960,Octa Core,Helio,48,13,Dual Sim,No
14,6.0,6000,6.5,14999,Samsung,128,15.0,480 x 960,Octa Core,Exynos,48,8,Dual Sim,No
15,4.0,3500,6.1,14999,Samsung,64,18.0,1080 x 2400,Octa Core,Helio,48,25,Dual Sim,No
16,6.0,6000,6.6,14990,Samsung,128,25.0,1080 x 2400,Octa Core,Octa,50,32,Dual Sim,Yes
17,4.0,5000,6.7,14990,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,50,13,Dual Sim,No
18,6.0,5000,6.6,14949,Samsung,128,15.0,1080 x 2400,Octa Core,Exynos,50,13,Dual Sim,Yes
19,6.0,5000,6.4,19999,Samsung,128,15.0,1080 x 2400,Octa Core,Helio,64,20,Dual Sim,No
20,6.0,6000,6.4,19999,Samsung,64,15.0,1080 x 2400,Octa Core,Exynos,64,32,Dual Sim,No
21,4.0,3500,6.21,19990,Samsung,64,18.0,480 x 960,Octa Core,Samsung,13,16,Dual Sim,No
22,8.0,5000,6.67,19990,Samsung,128,25.0,1080 x 2400,Octa Core,Octa,50,16,Dual Sim,Yes
23,6.0,5000,6.4,19799,Samsung,128,15.0,480 x 960,Octa Core,Helio,48,13,Dual Sim,No
24,8.0,5000,6.5,19499,Samsung,128,25.0,1080 x 2400,Octa Core,Dimensity,50,13,Dual Sim,Yes
25,8.0,5000,6.6,18999,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
26,6.0,4500,6.6,18999,Samsung,128,18.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
27,8.0,5000,6.67,18990,Samsung,128,30.0,1080 x 2400,Octa Core,Octa,64,16,Dual Sim,Yes
28,8.0,5000,6.4,18990,Samsung,128,15.0,1080 x 2400,Octa Core,Helio,64,20,Dual Sim,No
29,8.0,5000,6.6,20999,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,No
30,8.0,4500,6.4,29999,Samsung,256,25.0,1080 x 2400,Octa Core,Snapdragon,12,32,Dual Sim,Yes
31,8.0,5000,6.6,29999,Samsung,256,25.0,1080 x 2400,Octa Core,Exynos,50,13,Dual Sim,Yes
32,8.0,4500,6.5,29999,Samsung,128,18.0,1080 x 2400,Octa Core,Snapdragon,12,32,Dual Sim,Yes
33,8.0,6000,6.6,29999,Samsung,128,25.0,1080 x 2400,Octa Core,Exynos,50,13,Dual Sim,Yes
34,6.0,4500,6.5,29999,Samsung,128,15.0,1080 x 2400,Octa Core,Exynos,48,32,Dual Sim,Yes
35,6.0,5000,6.58,29999,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,50,13,Dual Sim,Yes
36,8.0,5000,6.5,28990,Samsung,256,25.0,1080 x 2400,Octa Core,Exynos,64,32,Dual Sim,Yes
37,8.0,4500,6.7,28990,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,No
38,8.0,4500,6.7,30500,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,No
39,12.0,5000,6.67,30999,Samsung,256,45.0,1080 x 2400,Octa Core,Snapdragon,50,50,Dual Sim,Yes
40,8.0,4500,6.7,39999,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,Yes
41,6.0,4500,6.71,39990,Samsung,128,25.0,480 x 960,Octa Core,Snapdragon,64,10,Dual Sim,Yes
42,6.0,4500,6.71,39990,Samsung,128,25.0,480 x 960,Octa Core,Snapdragon,64,10,Dual Sim,Yes
43,6.0,3500,6.4,39990,Samsung,128,18.0,1080 x 2400,Octa Core,Snapdragon,24,24,Dual Sim,No
44,8.0,5000,6.6,38900,Samsung,256,25.0,1080 x 2400,Octa Core,Exynos,50,32,Dual Sim,Yes
45,8.0,3500,6.7,37999,Samsung,128,15.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
46,8.0,6000,6.7,37999,Samsung,128,25.0,1080 x 2400,Octa Core,Exynos,108,32,Dual Sim,Yes
47,8.0,5000,6.7,37999,Samsung,256,25.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,No
48,6.0,4500,6.6,37999,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,50,13,Dual Sim,Yes
49,12.0,5000,6.6,41289,Samsung,256,25.0,1080 x 2400,Octa Core,Exynos,50,32,Dual Sim,Yes
50,8.0,4500,6.4,41790,Samsung,256,25.0,1080 x 2400,Octa Core,Exynos,50,10,Dual Sim,Yes
51,8.0,5000,6.78,42990,Samsung,128,45.0,1080 x 2400,Octa Core,Snapdragon,108,32,Dual Sim,Yes
52,8.0,5000,6.7,42999,Samsung,128,33.0,1080 x 2400,Octa Core,Snapdragon,108,32,Dual Sim,Yes
53,8.0,4000,6.1,49999,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,50,12,Dual Sim,Yes
54,12.0,4500,6.8,49999,Samsung,256,45.0,480 x 960,Octa Core,Exynos,12,10,Dual Sim,No
55,8.0,3500,6.7,49999,Samsung,256,15.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
56,8.0,3500,6.7,49990,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,50,16,Single Sim,Yes
57,8.0,5000,6.7,49000,Samsung,128,25.0,1080 x 2400,Octa Core,Exynos,64,10,Dual Sim,Yes
58,8.0,5000,6.7,47990,Samsung,128,18.0,1080 x 2400,Octa Core,Dimensity,48,16,Dual Sim,Yes
59,8.0,5000,6.7,44999,Samsung,128,67.0,1080 x 2400,Octa Core,Snapdragon,108,32,Dual Sim,Yes
60,8.0,5000,6.7,44999,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,108,32,Dual Sim,Yes
61,4.0,4500,6.56,44990,Samsung,64,25.0,1080 x 2400,Octa Core,Exynos,25,13,Dual Sim,Yes
62,8.0,4500,6.4,51999,Samsung,128,33.0,1080 x 2400,Octa Core,Exynos,12,32,Dual Sim,Yes
63,8.0,4500,6.7,54990,Samsung,256,67.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
64,8.0,4000,6.1,54999,Samsung,256,25.0,1080 x 2400,Octa Core,Snapdragon,50,12,Dual Sim,Yes
65,12.0,4500,6.1,59999,Samsung,256,18.0,1080 x 2400,Octa Core,Snapdragon,108,32,Dual Sim,Yes
66,8.0,4000,6.7,59999,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
67,8.0,4500,6.6,59999,Samsung,128,45.0,1080 x 2400,Octa Core,Snapdragon,50,10,Dual Sim,Yes
68,8.0,4500,6.5,59999,Samsung,128,25.0,1080 x 2400,Octa Core,Exynos,12,32,Dual Sim,No
69,6.0,4500,6.7,57990,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,48,32,Single Sim,Yes
70,8.0,4500,6.4,64999,Samsung,256,18.0,480 x 960,Octa Core,Exynos,108,8,Dual Sim,No
71,6.0,3500,6.3,65690,Samsung,64,18.0,480 x 960,Octa Core,Exynos,12,8,Dual Sim,No
72,8.0,4500,7.45,69990,Samsung,128,25.0,1260 x 2800,Octa Core,Exynos,50,16,Dual Sim,Yes
73,8.0,4500,6.4,69999,Samsung,128,25.0,1080 x 2400,Octa Core,Snapdragon,12,32,Dual Sim,Yes
74,8.0,4000,6.2,69999,Samsung,128,25.0,1080 x 2400,Octa Core,Exynos,64,10,Dual Sim,Yes
75,6.0,3500,6.2,70000,Samsung,64,18.0,480 x 960,Octa Core,Exynos,12,8,Dual Sim,No
76,12.0,5000,8.2,199990,Samsung,256,80.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
77,12.0,4500,7.6,184999,Samsung,1000,25.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
78,12.0,4500,8.0,179990,Samsung,256,25.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
79,12.0,4500,7.6,177999,Samsung,256,25.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
80,12.0,4500,7.6,164999,Samsung,512,25.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
81,12.0,4500,7.6,164999,Samsung,512,25.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
82,12.0,5000,6.8,159999,Samsung,1000,45.0,480 x 960,Octa Core,Snapdragon,200,12,Dual Sim,Yes
83,12.0,4500,7.63,159999,Samsung,256,45.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
84,12.0,4500,7.6,159999,Samsung,256,25.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
85,12.0,4500,7.6,154999,Samsung,256,25.0,1260 x 2800,Octa Core,Snapdragon,50,16,Dual Sim,Yes
86,12.0,5000,6.8,139999,Samsung,512,45.0,480 x 960,Octa Core,Snapdragon,200,12,Dual Sim,Yes
87,12.0,5000,6.8,130376,Samsung,256,45.0,480 x 960,Octa Core,Snapdragon,108,40,Dual Sim,Yes
88,12.0,5000,6.8,129999,Samsung,256,45.0,480 x 960,Octa Core,Snapdragon,200,12,Dual Sim,Yes
89,4.0,5000,6.56,6990,Vivo,64,15.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
90,2.0,4500,6.22,6999,Vivo,32,18.0,480 x 960,Octa Core,Helio,13,8,Dual Sim,No
91,1.0,2000,4.5,7499,Vivo,16,18.0,480 x 960,Quad Core,Helio,5,2,Dual Sim,No
92,4.0,5000,6.56,7999,Vivo,64,15.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
93,2.0,5000,6.51,8033,Vivo,32,10.0,480 x 960,Octa Core,Helio,8,5,Dual Sim,No
94,2.0,4500,6.22,8199,Vivo,32,18.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
95,2.0,5000,6.51,8490,Vivo,32,18.0,480 x 960,Octa Core,Helio,8,5,Dual Sim,No
96,4.0,5000,6.56,9999,Vivo,128,15.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
97,4.0,5000,6.51,9999,Vivo,128,10.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
98,3.0,5000,6.51,9999,Vivo,32,18.0,480 x 960,Octa Core,Snapdragon,13,8,Dual Sim,No
99,3.0,5000,6.51,9999,Vivo,32,10.0,480 x 960,Octa Core,Helio,8,5,Dual Sim,No
100,3.0,5000,6.51,9999,Vivo,64,10.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
101,6.0,5000,6.56,9990,Vivo,128,15.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
102,4.0,5000,6.53,9990,Vivo,64,18.0,1080 x 2400,Octa Core,Snapdragon,16,16,Dual Sim,No
103,3.0,5000,6.51,9990,Vivo,32,18.0,480 x 960,Octa Core,Snapdragon,13,8,Dual Sim,No
104,4.0,5000,6.5,9990,Vivo,64,18.0,480 x 960,Octa Core,Snapdragon,13,13,Dual Sim,No
105,4.0,5000,6.56,9499,Vivo,64,15.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
106,4.0,5000,6.51,10199,Vivo,64,18.0,480 x 960,Octa Core,Helio,13,8,Dual Sim,No
107,4.0,5000,6.56,10499,Vivo,128,15.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
108,4.0,5000,6.51,10499,Vivo,128,18.0,480 x 960,Octa Core,Helio,8,5,Dual Sim,No
109,4.0,5000,6.58,11999,Vivo,128,18.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
110,4.0,6000,6.51,11999,Vivo,128,15.0,480 x 960,Octa Core,Dimensity,13,5,Dual Sim,Yes
111,4.0,5000,6.58,11999,Vivo,64,18.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,No
112,6.0,5000,6.53,11990,Vivo,64,18.0,1080 x 2400,Octa Core,Snapdragon,16,16,Dual Sim,No
113,3.0,5000,6.35,11990,Vivo,64,18.0,480 x 960,Octa Core,Helio,13,8,Dual Sim,No
114,6.0,5000,6.56,11990,Vivo,128,18.0,480 x 960,Octa Core,Helio,13,8,Dual Sim,No
115,3.0,5000,6.51,11990,Vivo,64,18.0,480 x 960,Octa Core,Snapdragon,13,8,Dual Sim,No
116,4.0,5000,6.58,11899,Vivo,128,18.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,No
117,4.0,5000,6.55,11580,Vivo,64,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
118,4.0,5000,6.51,11490,Vivo,128,18.0,480 x 960,Octa Core,Snapdragon,50,8,Dual Sim,No
119,3.0,5000,6.51,11490,Vivo,64,18.0,480 x 960,Octa Core,Snapdragon,13,8,Dual Sim,No
120,4.0,5000,6.55,11390,Vivo,128,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
121,6.0,5000,6.64,10999,Vivo,128,44.0,1080 x 2400,Octa Core,Helio,50,8,Dual Sim,No
122,2.0,3000,5.2,12350,Vivo,16,18.0,480 x 960,Octa Core,Snapdragon,8,5,Dual Sim,No
123,4.0,5000,6.51,12490,Vivo,128,18.0,480 x 960,Octa Core,Helio,13,8,Dual Sim,No
124,4.0,5000,6.51,12490,Vivo,128,18.0,480 x 960,Octa Core,Helio,13,8,Dual Sim,No
125,3.0,3000,5.5,15050,Vivo,32,18.0,480 x 960,Octa Core,Snapdragon,13,16,Dual Sim,No
126,6.0,6000,6.72,14999,Vivo,128,44.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,Yes
127,8.0,5000,6.58,14999,Vivo,128,18.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
128,6.0,5000,6.55,14999,Vivo,128,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
129,4.0,5000,6.51,14999,Vivo,128,18.0,480 x 960,Octa Core,Dimensity,13,8,Dual Sim,Yes
130,8.0,5000,6.51,14999,Vivo,128,18.0,480 x 960,Octa Core,Dimensity,13,8,Dual Sim,Yes
131,6.0,4500,6.53,14999,Vivo,64,18.0,1080 x 2400,Octa Core,Helio,16,8,Dual Sim,No
132,6.0,6000,6.78,14990,Vivo,128,44.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
133,4.0,5000,6.58,14990,Vivo,128,18.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
134,8.0,5000,6.55,14990,Vivo,128,18.0,480 x 960,Octa Core,Snapdragon,50,8,Dual Sim,No
135,4.0,5000,6.51,14990,Vivo,128,18.0,480 x 960,Octa Core,Helio,50,8,Dual Sim,No
136,6.0,5000,6.51,14990,Vivo,128,18.0,480 x 960,Octa Core,Helio,13,8,Dual Sim,No
137,4.0,5000,6.56,14990,Vivo,128,18.0,480 x 960,Octa Core,Dimensity,13,5,Dual Sim,Yes
138,8.0,5000,6.67,19999,Vivo,128,44.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
139,6.0,5000,6.67,19999,Vivo,128,44.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
140,8.0,5000,6.64,19990,Vivo,128,66.0,1080 x 2400,Octa Core,Helio,50,16,Dual Sim,Yes
141,8.0,5000,6.67,19990,Vivo,128,80.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,No
142,8.0,5000,6.67,19990,Vivo,128,80.0,1080 x 2400,Octa Core,Snapdragon,50,8,Dual Sim,No
143,12.0,4500,6.58,19990,Vivo,256,44.0,1080 x 2400,Octa Core,Dimensity,50,8,Dual Sim,Yes
144,8.0,4500,6.44,19990,Vivo,256,44.0,1080 x 2400,Octa Core,Helio,64,32,Dual Sim,No
145,8.0,5500,6.78,29999,Vivo,256,44.0,1080 x 2400,Octa Core,Snapdragon,50,50,Dual Sim,Yes
146,8.0,4500,6.56,29999,Vivo,128,44.0,1080 x 2400,Octa Core,Dimensity,108,8,Dual Sim,Yes
147,8.0,4000,6.44,29999,Vivo,128,33.0,1080 x 2400,Octa Core,Dimensity,64,44,Dual Sim,Yes
148,8.0,5000,6.78,29990,Vivo,256,100.0,1800 x 3440,Octa Core,Snapdragon,50,50,Dual Sim,Yes
149,8.0,4000,6.44,29990,Vivo,128,33.0,1080 x 2400,Octa Core,Snapdragon,64,8,Dual Sim,Yes
150,8.0,5000,6.78,29990,Vivo,128,66.0,1080 x 2400,Octa Core,Snapdragon,64,50,Dual Sim,Yes
151,8.0,5000,6.64,29990,Vivo,256,120.0,1080 x 2400,Octa Core,Dimensity,64,16,Dual Sim,Yes
152,8.0,5000,6.67,29990,Vivo,128,67.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
153,8.0,5000,6.78,29799,Vivo,128,80.0,1260 x 2800,Octa Core,Snapdragon,50,50,Dual Sim,Yes
154,8.0,5000,6.78,30739,Vivo,128,80.0,1260 x 2800,Octa Core,Snapdragon,50,50,Dual Sim,Yes
155,12.0,5000,6.56,31398,Vivo,256,66.0,1080 x 2400,Octa Core,Dimensity,64,32,Dual Sim,Yes
156,8.0,5000,6.67,31990,Vivo,256,80.0,1080 x 2400,Octa Core,Snapdragon,64,32,Dual Sim,Yes
157,8.0,5000,6.78,31990,Vivo,128,44.0,1080 x 2400,Octa Core,Snapdragon,64,16,Dual Sim,Yes
158,8.0,5000,6.78,39999,Vivo,256,66.0,1080 x 2400,Octa Core,Dimensity,50,50,Dual Sim,Yes
159,12.0,5000,6.82,39990,Vivo,256,80.0,1260 x 2800,Octa Core,Dimensity,50,50,Dual Sim,Yes
160,12.0,5000,6.67,39990,Vivo,256,44.0,1080 x 2400,Octa Core,Snapdragon,64,50,Single Sim,Yes
161,8.0,5000,6.7,39990,Vivo,256,120.0,1260 x 2800,Octa Core,Dimensity,108,50,Dual Sim,Yes
162,8.0,5000,6.78,39990,Vivo,128,67.0,1080 x 2400,Octa Core,Dimensity,50,16,Dual Sim,Yes
163,8.0,4500,6.56,39990,Vivo,128,44.0,1080 x 2400,Octa Core,Dimensity,108,8,Dual Sim,Yes
164,12.0,4500,6.44,38990,Vivo,256,44.0,1080 x 2400,Octa Core,Dimensity,108,8,Dual Sim,Yes
165,12.0,5000,6.78,38799,Vivo,256,80.0,1260 x 2800,Octa Core,Dimensity,50,50,Dual Sim,Yes
166,12.0,5000,6.78,37999,Vivo,256,80.0,1260 x 2800,Octa Core,Snapdragon,50,50,Dual Sim,Yes
167,8.0,5000,6.6,37990,Vivo,128,67.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
168,8.0,5000,6.78,40990,Vivo,256,80.0,1260 x 2800,Octa Core,Dimensity,50,50,Dual Sim,Yes
169,12.0,5000,6.8,42990,Vivo,256,100.0,1260 x 2800,Octa Core,Dimensity,64,50,Dual Sim,Yes
170,12.0,5000,6.7,42990,Vivo,256,100.0,1080 x 2400,Octa Core,Dimensity,200,32,Dual Sim,Yes
171,8.0,4500,6.5,42999,Vivo,256,18.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
172,8.0,4500,6.5,49999,Vivo,256,18.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
173,8.0,4500,6.78,49990,Vivo,256,66.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
174,12.0,5000,6.78,49940,Vivo,256,150.0,1260 x 2800,Octa Core,Dimensity,200,50,Dual Sim,Yes
175,12.0,5000,6.78,48990,Vivo,256,120.0,1260 x 2800,Octa Core,Dimensity,50,32,Dual Sim,Yes
176,12.0,5500,6.78,46990,Vivo,256,100.0,1260 x 2800,Octa Core,Dimensity,64,32,Dual Sim,Yes
177,12.0,5000,6.68,45990,Vivo,256,44.0,1080 x 2400,Octa Core,Snapdragon,108,50,Single Sim,Yes
178,12.0,5000,6.78,45210,Vivo,512,80.0,1260 x 2800,Octa Core,Dimensity,50,50,Dual Sim,Yes
179,12.0,5000,6.8,44990,Vivo,256,100.0,1260 x 2800,Octa Core,Snapdragon,50,50,Dual Sim,Yes
180,8.0,5000,6.78,44990,Vivo,256,120.0,1260 x 2800,Octa Core,Dimensity,50,32,Dual Sim,Yes
181,8.0,5000,6.78,50999,Vivo,256,120.0,1260 x 2800,Octa Core,Dimensity,50,32,Dual Sim,Yes
182,12.0,4500,6.78,51999,Vivo,256,55.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
183,8.0,4500,6.78,54999,Vivo,128,80.0,1080 x 2400,Octa Core,Dimensity,50,32,Dual Sim,Yes
184,8.0,4500,6.56,56990,Vivo,128,55.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
185,12.0,5500,6.78,58990,Vivo,256,100.0,1260 x 2800,Octa Core,Dimensity,50,32,Dual Sim,Yes
186,8.0,5000,6.8,62990,Vivo,256,200.0,1260 x 2800,Octa Core,Dimensity,108,32,Dual Sim,Yes
187,12.0,5000,6.78,63999,Vivo,256,120.0,1260 x 2800,Octa Core,Dimensity,64,32,Dual Sim,Yes
188,8.0,4500,6.56,64990,Vivo,128,55.0,1080 x 2400,Octa Core,Snapdragon,50,32,Dual Sim,Yes
189,16.0,5000,6.78,65490,Vivo,256,120.0,1260 x 2800,Octa Core,Dimensity,64,32,Dual Sim,Yes
190,12.0,5000,6.82,69990,Vivo,256,200.0,1260 x 2800,Octa Core,Dimensity,50,32,Dual Sim,Yes
191,8.0,5000,7.0,69990,Vivo,256,80.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
192,12.0,4500,6.74,71990,Vivo,256,44.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
193,12.0,5000,6.78,74899,Vivo,256,120.0,1260 x 2800,Octa Core,Dimensity,50,32,Dual Sim,Yes
194,12.0,5500,6.78,76990,Vivo,256,80.0,1260 x 2800,Octa Core,Snapdragon,200,50,Dual Sim,Yes
195,12.0,5000,7.0,76990,Vivo,256,80.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
196,12.0,5000,6.78,79999,Vivo,256,80.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
197,12.0,5500,8.03,80990,Vivo,256,80.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
198,12.0,5000,8.2,139990,Vivo,256,150.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
199,12.0,5000,8.03,118990,Vivo,512,66.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
200,16.0,6000,8.03,115990,Vivo,512,100.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
201,12.0,5000,8.03,113990,Vivo,256,80.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
202,8.0,5000,8.02,110990,Vivo,128,80.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
203,12.0,5000,6.8,109990,Vivo,256,67.0,1080 x 2400,Octa Core,Octa,50,16,Dual Sim,Yes
204,12.0,5000,8.03,107990,Vivo,256,120.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
205,12.0,5000,8.03,106990,Vivo,256,66.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
206,12.0,5500,6.78,99990,Vivo,256,100.0,480 x 960,Octa Core,Snapdragon,200,32,Dual Sim,Yes
207,12.0,5000,6.82,99990,Vivo,256,200.0,480 x 960,Octa Core,Snapdragon,200,60,Dual Sim,Yes
208,12.0,5000,7.8,99990,Vivo,256,44.0,1800 x 3440,Octa Core,Snapdragon,50,16,Dual Sim,Yes
209,12.0,5000,6.78,94999,Vivo,256,80.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
210,16.0,5500,6.78,89999,Vivo,256,100.0,1260 x 2800,Octa Core,Dimensity,50,32,Dual Sim,Yes
211,12.0,4500,6.78,89990,Vivo,256,44.0,1080 x 2400,Octa Core,Snapdragon,50,16,Dual Sim,Yes
212,12.0,5000,7.0,82990,Vivo,512,80.0,480 x 960,Octa Core,Snapdragon,50,16,Dual Sim,Yes
213,12.0,4500,6.78,82990,Vivo,256,120.0,480 x 960,Octa Core,Snapdragon,50,32,Dual Sim,Yes
214,2.0,5000,6.5,6950,Realme,32,10.0,480 x 960,Octa Core,Unisoc,8,5,Dual Sim,No
215,3.0,5000,6.5,6950,Realme,32,18.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
216,3.0,5000,6.5,7199,Realme,32,18.0,480 x 960,Octa Core,Tiger,8,5,Dual Sim,No
217,3.0,5000,6.5,7450,Realme,32,18.0,480 x 960,Octa Core,Unisoc,13,5,Dual Sim,No
218,4.0,5000,6.52,7480,Realme,64,18.0,480 x 960,Octa Core,Snapdragon,8,5,Dual Sim,No
219,2.0,5000,6.5,7499,Realme,32,18.0,480 x 960,Octa Core,Unisoc,8,5,Dual Sim,No
220,3.0,5000,6.5,7499,Realme,32,18.0,480 x 960,Octa Core,Snapdragon,12,13,Dual Sim,No
221,3.0,6000,6.52,7790,Realme,32,18.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
222,4.0,5000,6.74,7815,Realme,64,33.0,480 x 960,Octa Core,Unisoc,50,8,Dual Sim,No
223,4.0,5000,6.5,7850,Realme,64,18.0,480 x 960,Octa Core,Helio,13,5,Dual Sim,No
224,4.0,5000,6.6,7919,Realme,64,18.0,1080 x 2400,Octa Core,Tiger,50,8,Dual Sim,No
225,4.0,5000,6.74,7920,Realme,64,33.0,480 x 960,Octa Core,Unisoc,50,5,Dual Sim,No
226,3.0,5000,6.5,7945,Realme,32,18.0,480 x 960,Octa Core,Unisoc,50,5,Dual Sim,No
227,4.0,5000,6.5,7950,Realme,64,10.0,480 x 960,Octa Core,Unisoc,8,5,Dual Sim,No
228,4.0,5000,6.5,7980,Realme,64,18.0,480 x 960,Octa Core,Tiger,50,8,Dual Sim,No
229,4.0,5000,6.6,9999,Realme,64,18.0,1080 x 2400,Octa Core,Helio,50,16,Dual Sim,No
